시설유형,이름,주소,동명,회원수,GU_NM,ADM_NM
경로당,운중동대방노블랜드,산운로 126 (운중동),운중동,25,분당구,운중동
경로당,판교포레스트11(아),판교대장로5길 58(대장동),운중동,25,분당구,운중동
경로당,판교퍼스트힐 푸르지오(1),판교대장로7길 69(대장동),운중동,19,분당구,운중동
경로당,판교퍼스트힐 푸르지오(2),판교대장로7길 57(대장동),운중동,21,분당구,운중동
경로당,대장동 힐스테이트6단지,판교대장로7길 16(대장동),운중동,33,분당구,운중동
경로당,판교엘포레3단지,판교대장로 117(대장동),운중동,24,분당구,운중동
경로당,판교풍경채5단지,판교대장로5길 20(대장동),운중동,34,분당구,운중동
경로당,더샵판교포레스트12,판교대장로5길 30(대장동),운중동,31,분당구,운중동
경로당,대장동,"판교대장로4길 22, 201호(대장동)",운중동,24,분당구,운중동
경로당,포레나인9단지,판교대장로 71(대장동),운중동,24,분당구,운중동
경로당,판교 엘포레4단지,판교대장로5길 19(대장동),운중동,28,분당구,운중동
다목적복지회관,신흥1동복지회관,수정구 탄리로52번길 32,신흥1동,0,수정구,신흥1동
다목적복지회관,태평1동복지회관,수정구 성남대로 1314,태평1동,0,수정구,태평1동
다목적복지회관,(분관)수진1동복지회관,수정구 탄리로17번길 6,(분관)수진1동,0,,(분관)수진1동
다목적복지회관,태평2동복지회관,남문로111번길 3,태평2동,0,수정구,태평2동
다목적복지회관,태평3동복지회관,탄리로81번길 7,태평3동,0,수정구,태평3동
다목적복지회관,태평4동복지회관,공원로409번길 11,태평4동,0,수정구,태평4동
다목적복지회관,산성동복지회관,수정남로 269,산성동,0,수정구,산성동
다목적복지회관,양지동제1복지회관,양지로 35번길 4,양지동,0,수정구,양지동
다목적복지회관,고등동복지회관,대왕판교로 976번길 9-5,고등동,0,수정구,고등동
다목적복지회관,성남동복지회관,성남대로 1151번길 20-7,성남동,0,중원구,성남동
다목적복지회관,중앙동복지회관,광명로 264번길 23,중앙동,0,중원구,중앙동
다목적복지회관,은행1동복지회관,은행로 77,은행1동,0,중원구,은행1동
다목적복지회관,은행2동제1복지회관,산성대로 604번길 6,은행2동,0,중원구,은행2동
다목적복지회관,은행2동제2복지회관,은이로 27번길 9,은행2동,0,중원구,은행2동
다목적복지회관,상대원1동복지회관,둔촌대로 425번길 44,상대원1동,0,중원구,상대원1동
다목적복지회관,상대원2동제2복지회관,희망로 374,상대원2동,0,중원구,상대원2동
다목적복지회관,(분관)상대원3동복지회관,박석로80번길 10,(분관)상대원3동,0,,(분관)상대원3동
다목적복지회관,하대원동복지회관,마지로155번길 27,하대원동,0,중원구,하대원동
다목적복지회관,하얀마을복지회관,금곡로 25번길 10,,0,,
다목적복지회관,"(분관)
궁내동행복누리관",궁내로40번길 9,,0,,
노인복지관,수정노인종합복지관,수정구 수정남로 268번길 28,수정구,17612,수정구,수정구
노인복지관,수정중앙노인종합복지관,수정구 성남대로 1480번길 38,수정구,10210,수정구,수정구
노인복지관,중원노인종합복지관,중원구 제일로 35번길 51,중원구,21894,중원구,중원구
노인복지관,황송노인종합복지관,중원구 금상로 132,중원구,10235,중원구,중원구
노인복지관,분당노인종합복지관,성남시 분당구 불정로 50,분당구,26305,분당구,분당구
노인복지관,판교노인종합복지관,성남시 분당구 판교역로 99,분당구,16465,분당구,분당구
노인복지관,서울시니어스타워(주)분당본부,성남시 분당구 구미로173번길 47 (구미동),분당구,400,분당구,분당구
노인복지관,정원속궁전,성남시 분당구 불정로 112 (정자동),분당구,322,분당구,분당구
노인복지관,더 헤리티지,성남시 분당구 대왕판교로 155 (금곡동),분당구,780,분당구,분당구
